CTVA US Equity,,22052L104
EXC US Equity,,30161N101
ADSK US Equity,,52769106
ECL US Equity,,278865100
AJG US Equity,,363576109
ABNB US Equity,,9066101
BIIB US Equity,,09062X103
PH US Equity,,701094104
A US Equity,,00846U101
TRV US Equity,,8.94E+113
MSCI US Equity,,55354G100
HES US Equity,,42809H107
TEL US Equity,,#N/A N/A
SYY US Equity,,871829107
NEM US Equity,,651639106
IDXX US Equity,,45168D104
DOW US Equity,,260557103
WDAY US Equity,,98138H101
TT US Equity,,#N/A N/A
O US Equity,,756109104
JCI US Equity,,#N/A N/A
CTAS US Equity,,172908105
XEL US Equity,,98389B100
HLT US Equity,,43300A203
TDG US Equity,,893641100
NUE US Equity,,670346105
CNC US Equity,,15135B101
HSY US Equity,,427866108
AIG US Equity,,26874784
LNG US Equity,,16411R208
SNOW US Equity,,833445109
LHX US Equity,,502431109
COF US Equity,,14040H105
IQV US Equity,,46266C105
YUM US Equity,,988498101
AFL US Equity,,1055102
WMB US Equity,,969457100
ANET US Equity,,40413106
ROST US Equity,,778296103
CARR US Equity,,14448C104
CHTR US Equity,,16119P108
WCN CN Equity,,94106B101
SPG US Equity,,828806109
ILMN US Equity,,452327109
STZ US Equity,,21036P108
SQ US Equity,,852234103
DVN US Equity,,25179M103
PAYX US Equity,,704326107
MET US Equity,,59156R108
PCG US Equity,,69331C108
ED US Equity,,209115104
WELL US Equity,,95040Q104
EA US Equity,,285512109
MRVL US Equity,,573874104
KMI US Equity,,49456B101
MTD US Equity,,592688105
ODFL US Equity,,679580100
ON US Equity,,682189105
PCAR US Equity,,693718108
BK US Equity,,64058100
KKR US Equity,,48251W104
FIS US Equity,,31620M106
OTIS US Equity,,68902V107
PPG US Equity,,693506107
RMD US Equity,,761152107
WBD US Equity,,934423104
AMP US Equity,,03076C106
KDP US Equity,,49271V100
CPRT US Equity,,217204106
CMI US Equity,,231021106
DLTR US Equity,,256746108
ROK US Equity,,773903109
PEG US Equity,,744573106
CTSH US Equity,,192446102
DD US Equity,,26614N102
AME US Equity,,31100100
PRU US Equity,,744320102
KHC US Equity,,500754106
WEC US Equity,,92939U106
DHI US Equity,,23331A109
KR US Equity,,501044101
ALL US Equity,,20002101
FAST US Equity,,311900104
VRSK US Equity,,92345Y106
OKE US Equity,,682680103
GWW US Equity,,384802104
GEHC US Equity,,36266G107
BKR US Equity,,05722G100
VMW US Equity,,928563402
SGEN US Equity,,81181C104
SBAC US Equity,,78410G104
APTV US Equity,,#N/A N/A
ANSS US Equity,,03662Q105
CSGP US Equity,,22160N109
ES US Equity,,30040W108
CRWD US Equity,,22788C105
KEYS US Equity,,49338L103
EIX US Equity,,281020107
RSG US Equity,,760759100
VICI US Equity,,925652109
HAL US Equity,,406216101
AWK US Equity,,30420103
ZBH US Equity,,98956P102
DFS US Equity,,254709108
STT US Equity,,857477103
TTD US Equity,,88339J105
ABC US Equity,,3.07E+108
HPQ US Equity,,40434L105
DLR US Equity,,253868103
ULTA US Equity,,90384S303
GPN US Equity,,37940X102
ENPH US Equity,,29355A107
GLW US Equity,,219350105
TSCO US Equity,,892356106
FERG US Equity,,#N/A N/A
WST US Equity,,955306105
URI US Equity,,911363109
WTW US Equity,,#N/A N/A
FANG US Equity,,25278X109
CDW US Equity,,12514G108
CEG US Equity,,21037T109
TROW US Equity,,74144T108
ALGN US Equity,,16255101
WBA US Equity,,931427108
LEN US Equity,,526057104
ALNY US Equity,,02043Q107
LYB US Equity,,#N/A N/A
VEEV US Equity,,922475108
HZNP US Equity,,#N/A N/A
EFX US Equity,,294429105
ACGL US Equity,,#N/A N/A
TEAM US Equity,,49468101
AVB US Equity,,53484101
IT US Equity,,366651107
IFF US Equity,,459506101
ALB US Equity,,12653101
EBAY US Equity,,278642103
PWR US Equity,,7.48E+106
GPC US Equity,,372460105
AEE US Equity,,23608102
FTV US Equity,,34959J108
FE US Equity,,337932107
WY US Equity,,962166104
IR US Equity,,45687V106
ETR US Equity,,29364G103
HIG US Equity,,416515104
DAL US Equity,,247361702
EXR US Equity,,30225T102
CHD US Equity,,171340102
PODD US Equity,,45784P101
APO US Equity,,03769M106
EQR US Equity,,29476L107
BAX US Equity,,71813109
MPWR US Equity,,609839105
MKC US Equity,,579780206
MLM US Equity,,573284106
NDAQ US Equity,,631103108
FSLR US Equity,,336433107
CBRE US Equity,,12504L109
VMC US Equity,,929160109
CAH US Equity,,14149Y108
LH US Equity,,50540R409
DOV US Equity,,260003108
HPE US Equity,,42824C109
HOLX US Equity,,436440101
TDY US Equity,,879360105
MTB US Equity,,55261F104
TTWO US Equity,,874054109
ARE US Equity,,15271109
PPL US Equity,,69351T106
CLX US Equity,,189054109
BF/B US Equity,,115637209
STE US Equity,,#N/A N/A
INVH US Equity,,46187W107
CTRA US Equity,,127097103
LUV US Equity,,844741108
CNP US Equity,,15189T107
LVS US Equity,,517834107
VRSN US Equity,,9.23E+106
MNST US Equity,,61174X109
OMC US Equity,,681919106
HUBS US Equity,,443573100
DRI US Equity,,237194105
DTE US Equity,,233331107
XYL US Equity,,98419M100
PFG US Equity,,74251V102
COO US Equity,,216648402
FITB US Equity,,316773100
BMRN US Equity,,09061G101
CAG US Equity,,205887102
DASH US Equity,,25809K105
STLD US Equity,,858119100
TSN US Equity,,902494103
WAT US Equity,,941848103
RJF US Equity,,754730109
CMS US Equity,,125896100
NTRS US Equity,,665859104
VTR US Equity,,92276F100
SWKS US Equity,,83088M102
SUI US Equity,,866674104
K US Equity,,487836108
CINF US Equity,,172062101
MAA US Equity,,59522J103
EXPD US Equity,,302130109
TRGP US Equity,,87612G101
RF US Equity,,7591EP100
WAB US Equity,,929740108
MOH US Equity,,60855R100
DDOG US Equity,,23804L103
FICO US Equity,,303250104
NVR US Equity,,62944T105
PKI US Equity,,714046109
AES US Equity,,00130H105
BR US Equity,,11133T103
MKL US Equity,,570535104
IEX US Equity,,45167R104
MRO US Equity,,565849106
PINS US Equity,,72352L106
BALL US Equity,,58498106
HBAN US Equity,,446150104
NET US Equity,,18915M107
BRK/A US Equity,,84670108
ATO US Equity,,49560105
DGX US Equity,,74834L100
EPAM US Equity,,29414B104
MOS US Equity,,61945C103
TER US Equity,,880770102
HWM US Equity,,443201108
SJM US Equity,,832696405
ZBRA US Equity,,989207105
IRM US Equity,,46284V101
LW US Equity,,513272104
FDS US Equity,,303075105
WPC US Equity,,92936U109
BBY US Equity,,86516101
FMC US Equity,,302491303
CF US Equity,,125269100
RBLX US Equity,,771049103
AXON US Equity,,05464C101
FLT US Equity,,339041105
GRMN US Equity,,#N/A N/A
PAYC US Equity,,70432V102
TYL US Equity,,902252105
SPLK US Equity,,848637104
LPLA US Equity,,50212V100
RS US Equity,,759509102
ZM US Equity,,98980L101
JBHT US Equity,,445658107
UAL US Equity,,910047109
PLTR US Equity,,69608A108
CFG US Equity,,174610105
NTAP US Equity,,64110D104
IPG US Equity,,460690100
AVY US Equity,,53611109
